name,tags,rating
Wizard of Orz,"['constructive algorithms', 'greedy', 'math']",900.0
The Riddle of the Sphinx,"['binary search', 'data structures', 'data structures', 'interactive']",3400.0
Finding satisfactory solutions,"['combinatorics', 'dp', 'graphs', 'greedy', 'math']",3300.0
Song of the Sirens,"['combinatorics', 'divide and conquer', 'hashing', 'math', 'string suffix structures', 'strings']",2600.0
Euclid's nightmare,"['bitmasks', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'math', 'sortings']",2100.0
Apollo versus Pan,"['bitmasks', 'brute force', 'math']",1800.0
13th Labour of Heracles,"['data structures', 'greedy', 'sortings', 'trees']",1500.0
Canine poetry,"['dp', 'greedy', 'strings']",1300.0
Last minute enhancements,"['dp', 'greedy']",800.0
Bovine Dilemma,"['brute force', 'geometry', 'math']",800.0
My Beautiful Madness,"['data structures', 'trees']",3500.0
Max Correct Set,"['bitmasks', 'dp', 'math']",3100.0
Plan of Lectures,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'implementation', 'sortings', 'trees']",2400.0
Pairs,"['binary search', 'constructive algorithms', 'greedy', 'two pointers']",1900.0
Busy Robot,['implementation'],1800.0
Find The Array,"['bitmasks', 'constructive algorithms', 'greedy']",1400.0
Dungeon,"['binary search', 'math']",1100.0
The Treasure of The Segments,"['binary search', 'data structures', 'greedy']",1800.0
Close Tuples (hard version),"['binary search', 'combinatorics', 'implementation', 'math', 'sortings', 'two pointers']",1700.0
Close Tuples (easy version),"['binary search', 'combinatorics', 'math', 'sortings', 'two pointers']",1500.0
Add to Neighbour and Remove,"['greedy', 'math', 'number theory']",1400.0
Unique Number,"['brute force', 'greedy', 'math']",900.0
Last Year's Substring,"['dp', 'implementation', 'strings']",800.0
Favorite Sequence,"['implementation', 'two pointers']",800.0
Mathematical Expression,"['constructive algorithms', 'dp', 'greedy']",2700.0
Water Level,"['brute force', 'graphs', 'greedy', 'implementation', 'math']",2200.0
Divide and Summarize,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation', 'sortings']",1600.0
Random Events,"['dp', 'math', 'probabilities']",1500.0
Find the Spruce,"['brute force', 'dp', 'implementation']",1400.0
String Generation,"['constructive algorithms', 'greedy']",800.0
Move and Turn,"['dp', 'math']",1300.0
Red-Blue Shuffle,"['math', 'probabilities']",800.0
Range Diameter Sum,"['data structures', 'trees']",3500.0
Nim Shortcuts,"['data structures', 'games']",3100.0
Flip and Reverse,"['data structures', 'graphs', 'greedy']",3100.0
Latin Square,"['math', 'matrices']",2700.0
Glass Half Spilled,['dp'],2000.0
Row GCD,"['math', 'number theory']",1600.0
XOR-ranges,"['dp', 'greedy']",3500.0
Forbidden Value,"['data structures', 'dp']",2900.0
String and Operations,"['dp', 'greedy']",2800.0
Four Points,"['brute force', 'constructive algorithms', 'flows', 'geometry', 'greedy', 'implementation', 'math', 'ternary search']",2400.0
Sequence and Swaps,"['dp', 'greedy', 'sortings']",1600.0
Ping-pong,"['constructive algorithms', 'games', 'math']",1100.0
Jumps,"['constructive algorithms', 'math']",1200.0
Strange Functions,"['math', 'number theory']",800.0
Array Partition,"['binary search', 'data structures', 'greedy', 'two pointers']",2100.0
Number of Simple Paths,"['combinatorics', 'dfs and similar', 'graphs', 'trees']",2000.0
Number into Sequence,"['constructive algorithms', 'math', 'number theory']",1300.0
Sequence Transformation,"['greedy', 'implementation']",1200.0
Unique Bid Auction,['implementation'],800.0
Special Permutation,"['constructive algorithms', 'probabilities']",800.0
Even Harder,['dp'],2700.0
Dog Snacks,"['binary search', 'dfs and similar', 'dp', 'greedy', 'trees']",2300.0
Checkpoints,"['brute force', 'constructive algorithms', 'greedy', 'math', 'probabilities']",1900.0
Triangles,"['greedy', 'implementation']",1700.0
Suffix Operations,"['constructive algorithms', 'implementation']",1400.0
Cancel the Trains,['implementation'],800.0
Game On Tree,"['data structures', 'dfs and similar', 'greedy', 'trees']",2700.0
Divide Powers,"['constructive algorithms', 'greedy']",2900.0
Two Editorials,"['brute force', 'dp', 'greedy', 'sortings', 'two pointers']",2500.0
Radio Towers,"['combinatorics', 'dp', 'math']",1600.0
Two Brackets,['greedy'],800.0
Toy Blocks,"['binary search', 'greedy', 'math', 'sortings']",1400.0
Robot Program,['math'],800.0
Nullify The Matrix,"['constructive algorithms', 'games']",2700.0
Bitwise Queries (Hard Version),"['bitmasks', 'constructive algorithms', 'interactive', 'math']",2300.0
Bitwise Queries (Easy Version),"['bitmasks', 'constructive algorithms', 'interactive', 'math']",2000.0
Circle Game,"['games', 'geometry', 'math']",1700.0
String Equality,"['dp', 'greedy', 'hashing', 'implementation', 'strings']",1400.0
Non-Substring Subsequence,"['dp', 'greedy', 'implementation', 'strings']",900.0
Subtract or Divide,"['greedy', 'math']",800.0
Multithreading (Hard Version),"['combinatorics', 'implementation', 'math']",3300.0
Multithreading (Easy Version),"['combinatorics', 'fft', 'math']",2900.0
Communism,"['bitmasks', 'dp', 'trees']",3500.0
The Struggling Contestant,"['constructive algorithms', 'greedy']",2400.0
Capitalism,"['constructive algorithms', 'dfs and similar', 'graphs', 'shortest paths']",2700.0
Rating Compression,"['binary search', 'data structures', 'greedy', 'implementation', 'two pointers']",1800.0
Errich-Tac-Toe (Hard Version),"['constructive algorithms', 'math']",2300.0
Errich-Tac-Toe (Easy Version),"['constructive algorithms', 'math']",2100.0
Balls of Steel,"['brute force', 'geometry', 'greedy']",1000.0
Avoid Trygub,"['constructive algorithms', 'sortings']",800.0
Numbers Box,"['greedy', 'math']",1000.0
Add Candies,"['constructive algorithms', 'math']",800.0
Line Distance,"['binary search', 'data structures', 'geometry']",3200.0
Long Recovery,"['constructive algorithms', 'dfs and similar']",3500.0
Frequency Problem (Hard Version),"['data structures', 'greedy', 'two pointers']",3000.0
Frequency Problem (Easy Version),"['data structures', 'greedy']",2600.0
Xor Tree,"['binary search', 'bitmasks', 'data structures', 'divide and conquer', 'dp', 'trees']",2100.0
Catching Cheaters,"['dp', 'strings']",1800.0
Knapsack,"['constructive algorithms', 'greedy', 'sortings']",1300.0
Elimination,"['greedy', 'math']",900.0
Array Rearrangment,"['greedy', 'sortings']",800.0
Finding the Vertex,"['brute force', 'dfs and similar', 'dp', 'interactive', 'trees']",3500.0
Rectangular Polyline,"['constructive algorithms', 'dp', 'geometry']",2900.0
Team-Building,"['data structures', 'dfs and similar', 'dsu', 'graphs']",2500.0
Divide and Sum,"['combinatorics', 'math', 'sortings']",1900.0
Division,"['brute force', 'math', 'number theory']",1500.0
Long Permutation,"['brute force', 'math', 'two pointers']",2400.0
The Delivery Dilemma,"['binary search', 'greedy', 'sortings']",1400.0
Saving the City,"['dp', 'greedy', 'math', 'sortings']",1300.0
Kids Seating,"['constructive algorithms', 'math']",800.0
Differentiating Games,"['games', 'interactive']",3400.0
"Black, White and Grey Tree","['binary search', 'constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",3000.0
Sum,"['data structures', 'divide and conquer', 'dp', 'greedy']",2800.0
Graph Transpositions,"['dfs and similar', 'graphs', 'greedy', 'shortest paths']",2400.0
Identify the Operations,"['combinatorics', 'data structures', 'dsu', 'greedy', 'implementation']",1800.0
Extreme Subtraction,"['constructive algorithms', 'dp', 'greedy']",1800.0
Sum of Medians,"['greedy', 'math']",900.0
Buy the String,"['implementation', 'math']",800.0
Cheat and Win,"['bitmasks', 'data structures', 'games', 'trees']",3500.0
INOI Final Contests,"['combinatorics', 'dp', 'fft']",3100.0
Greedy Shopping,"['binary search', 'data structures', 'divide and conquer', 'greedy', 'implementation']",2600.0
Graph Subset Problem,"['constructive algorithms', 'data structures', 'graphs']",2600.0
Binary Table (Hard Version),"['constructive algorithms', 'graphs', 'greedy', 'implementation']",1900.0
Binary Table (Easy Version),"['constructive algorithms', 'implementation']",1500.0
Olha and Igor,"['interactive', 'probabilities', 'trees']",3000.0
Yurii Can Do Everything,"['binary search', 'bitmasks', 'brute force', 'constructive algorithms', 'divide and conquer', 'two pointers']",2500.0
Powerful Ksenia,"['bitmasks', 'constructive algorithms', 'math']",2200.0
Engineer Artem,"['2-sat', 'chinese remainder theorem', 'constructive algorithms', 'fft', 'flows']",2000.0
Valerii Against Everyone,"['constructive algorithms', 'data structures', 'greedy', 'sortings']",1000.0
Specific Tastes of Andre ,"['constructive algorithms', 'implementation']",800.0
Death DBMS,"['data structures', 'string suffix structures', 'strings', 'trees']",2600.0
Emotional Fishermen,"['combinatorics', 'dp', 'math', 'two pointers']",2600.0
Make It Increasing,"['binary search', 'constructive algorithms', 'data structures', 'dp', 'implementation']",2200.0
Minimal Height Tree,"['graphs', 'greedy', 'shortest paths', 'trees']",1600.0
Chef Monocarp,"['dp', 'flows', 'graph matchings', 'greedy', 'math', 'sortings']",1800.0
Reverse Binary Strings,"['constructive algorithms', 'greedy']",1200.0
Marketing Scheme,"['brute force', 'constructive algorithms', 'greedy', 'math']",800.0
Sum Over Subsets,"['combinatorics', 'math', 'number theory']",2800.0
Complicated Computations,"['binary search', 'data structures', 'two pointers']",2400.0
Bandit in a City,"['binary search', 'dfs and similar', 'graphs', 'greedy', 'trees']",1900.0
Binary Search,"['binary search', 'combinatorics']",1500.0
Prime Square,"['constructive algorithms', 'math']",900.0
Reorder,['math'],800.0
A Convex Game,"['dsu', 'games']",3500.0
Reducing Delivery Cost,"['brute force', 'graphs', 'shortest paths']",2100.0
Zero Remainder Sum ,['dp'],2100.0
Two Round Dances,"['combinatorics', 'math']",1300.0
Districts Connection,"['constructive algorithms', 'dfs and similar']",1200.0
Dominant Piranha,"['constructive algorithms', 'greedy']",900.0
Yet Another Bookshelf,"['greedy', 'implementation']",800.0
Boring Apartments,"['implementation', 'math']",800.0
Zero-XOR Array,"['*special', 'dp']",3400.0
Cyclic Shifts,"['*special', 'strings']",2900.0
Rogue-like Game,"['*special', 'brute force', 'greedy', 'two pointers']",2600.0
Number Deletion Game,"['*special', 'dp', 'games', 'greedy']",2100.0
Neural Network Problem,"['*special', 'binary search', 'greedy']",2100.0
Chess Match,['*special'],2000.0
Used Markers,"['*special', 'greedy']",1500.0
Black Friday,"['*special', 'implementation']",1600.0
Polycarp and the Language of Gods,"['*special', 'implementation', 'two pointers']",1400.0
Selling Hamburgers,['*special'],800.0
Yet Another DAG Problem,"['bitmasks', 'dfs and similar', 'dp', 'flows', 'graphs', 'math']",2600.0
Realistic Gameplay,"['dp', 'greedy']",2600.0
String Reversal,"['data structures', 'greedy', 'strings']",1900.0
String Deletion,"['binary search', 'data structures', 'greedy', 'two pointers']",1700.0
Numbers on Whiteboard,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",1000.0
Barrels,"['greedy', 'implementation', 'sortings']",800.0
Number of Apartments,"['brute force', 'constructive algorithms', 'math']",900.0
Rotary Laser Lock,"['binary search', 'interactive']",3500.0
Lucky Numbers (Hard Version),"['dp', 'greedy']",3000.0
Lucky Numbers (Easy Version),"['dp', 'greedy']",2900.0
Fruit Sequences,"['binary search', 'data structures', 'divide and conquer', 'dp', 'two pointers']",2400.0
Carrots for Rabbits,"['binary search', 'data structures', 'greedy', 'math', 'sortings']",2200.0
Bouncing Boomerangs,"['constructive algorithms', 'greedy', 'implementation']",1900.0
ABBB,"['brute force', 'data structures', 'greedy', 'strings']",1100.0
Belted Rooms,"['graphs', 'implementation']",1200.0
Box is Pull,['math'],800.0
Prison Break,"['binary search', 'games', 'geometry', 'ternary search']",3500.0
One Billion Shades of Grey,"['flows', 'graphs']",3300.0
Boring Card Game,"['data structures', 'greedy', 'trees']",3200.0
Xum,"['bitmasks', 'constructive algorithms', 'math', 'matrices', 'number theory']",2500.0
Unshuffling a Deck,"['constructive algorithms', 'implementation']",2000.0
The Hard Work of Paparazzi,['dp'],2000.0
Chess Cheater,"['greedy', 'implementation', 'sortings']",1400.0
Avoiding Zero,"['math', 'sortings']",900.0
Number of Subsequences,"['combinatorics', 'dp', 'strings']",2000.0
"Rock, Paper, Scissors","['brute force', 'constructive algorithms', 'flows', 'greedy', 'math']",1800.0
Non-zero Segments,"['constructive algorithms', 'data structures', 'greedy', 'sortings']",1500.0
Increase and Copy,"['binary search', 'constructive algorithms', 'math']",1100.0
Symmetric Matrix,['implementation'],900.0
Floor Number,"['implementation', 'math']",800.0
Impressive Harvesting of The Orchard,['data structures'],2800.0
Huge Boxes of Animal Toys,['constructive algorithms'],1300.0
Flamingoes of Mystery,['interactive'],1400.0
Excitation of Atoms,"['greedy', 'implementation']",2200.0
Danger of Mad Snakes,"['combinatorics', 'dp', 'math']",2300.0
Captain of Knights,['math'],3100.0
Blue and Red of Our Faculty!,"['divide and conquer', 'dp']",2600.0
Arena of Greed,"['games', 'greedy']",1400.0
Ancient Language,"['graphs', 'sortings']",2200.0
Years,"['data structures', 'sortings']",1300.0
BubbleSquare Tokens,[],3500.0
Milutin's Plums,['interactive'],2800.0
Light switches,['meet-in-the-middle'],2600.0
Lonely Numbers,"['binary search', 'math', 'number theory', 'two pointers']",1600.0
Bubble Cup hypothesis,"['bitmasks', 'constructive algorithms', 'dp', 'math']",2400.0
Lookup Tables,['bitmasks'],3000.0
Virus,"['data structures', 'divide and conquer', 'dsu', 'graphs']",2500.0
Growing flowers,['data structures'],3500.0
Coins,['math'],2700.0
5G Antenna Towers,['geometry'],2700.0
Does anyone else hate the wind?,[],3100.0
Dušan's Railway,"['divide and conquer', 'graphs', 'trees']",3500.0
Valuable Paper,"['binary search', 'flows', 'graph matchings', 'graphs']",1900.0
Wakanda Forever,[],3500.0
Boring Queries,"['data structures', 'math', 'number theory']",2700.0
Minlexes,"['dp', 'greedy', 'implementation', 'strings']",2700.0
Returning Home,"['graphs', 'shortest paths', 'sortings']",2300.0
Bargain,"['combinatorics', 'dp', 'math']",1700.0
Nice Matrix,"['greedy', 'implementation', 'math']",1300.0
Fence,"['geometry', 'math']",800.0
Swedish Heroes,"['brute force', 'dp', 'implementation']",2700.0
Hexagons,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'shortest paths']",1900.0
Palindromifier,"['constructive algorithms', 'strings']",1400.0
Putting Bricks in the Wall,"['constructive algorithms', 'implementation']",1100.0
XORwice,"['bitmasks', 'greedy', 'math']",800.0
Battle Lemmings,"['dp', 'greedy']",2500.0
Rescue Nibel!,"['combinatorics', 'data structures', 'sortings']",1800.0
Pokémon Army (hard version),"['data structures', 'divide and conquer', 'dp', 'greedy', 'implementation']",2100.0
Pokémon Army (easy version),"['constructive algorithms', 'dp', 'greedy']",1300.0
Rock and Lever,"['bitmasks', 'math']",1200.0
Cubes Sorting,"['math', 'sortings']",900.0
Rain of Fire,"['binary search', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation']",2800.0
Decryption,"['constructive algorithms', 'implementation', 'math', 'number theory']",2100.0
Sage's Birthday (hard version),"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'sortings', 'two pointers']",1500.0
Sage's Birthday (easy version),"['binary search', 'constructive algorithms', 'greedy', 'sortings']",1000.0
Killjoy,"['greedy', 'implementation', 'math']",1500.0
Stairs,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'math']",1200.0
Digit Game,"['games', 'greedy', 'implementation']",900.0
Three Occurrences,"['data structures', 'divide and conquer', 'hashing', 'two pointers']",2500.0
Equal Product,"['data structures', 'math', 'number theory', 'two pointers']",3000.0
Expected Damage,"['binary search', 'combinatorics', 'probabilities']",2400.0
Trash Problem,"['data structures', 'implementation']",2100.0
Mortal Kombat Tower,"['dp', 'graphs', 'greedy', 'shortest paths']",1500.0
Negative Prefixes,"['greedy', 'sortings']",1300.0
Buying Torches,['math'],1000.0
Two Arrays,"['greedy', 'math', 'sortings']",1100.0
Copy-paste,"['greedy', 'math']",800.0
Showing Off,"['flows', 'graph matchings', 'greedy', 'implementation']",3300.0
Split,"['binary search', 'data structures', 'dp', 'greedy']",3200.0
Graph and Queries,"['data structures', 'dsu', 'graphs', 'implementation', 'trees']",2600.0
XOR Inverse,"['bitmasks', 'data structures', 'divide and conquer', 'dp', 'greedy', 'math', 'sortings', 'strings', 'trees']",2000.0
Make Them Equal,"['constructive algorithms', 'greedy', 'math']",2000.0
k-Amazing Numbers,"['binary search', 'data structures', 'implementation', 'two pointers']",1500.0
Cakes for Clones,['dp'],2900.0
New Game Plus!,"['constructive algorithms', 'greedy', 'math']",2200.0
XOR-gun,"['bitmasks', 'brute force', 'constructive algorithms']",2000.0
Bouncing Ball,"['brute force', 'dp', 'implementation']",1400.0
Repainting Street,"['brute force', 'brute force', 'greedy']",1100.0
Prison Break,"['brute force', 'math']",800.0
Roads and Ramen,"['data structures', 'trees']",2800.0
Solo mid Oracle,"['greedy', 'math', 'ternary search']",2100.0
Shurikens,"['data structures', 'greedy', 'implementation']",1700.0
Perform Easily,"['binary search', 'brute force', 'dp', 'implementation', 'sortings', 'two pointers']",1900.0
A New Technique,['implementation'],1100.0
Finding Sasuke,"['constructive algorithms', 'math']",800.0
No Game No Life,"['bitmasks', 'games', 'math', 'matrices']",2700.0
The Thorny Path,"['greedy', 'math']",3000.0
Poman Numbers,"['bitmasks', 'greedy', 'math', 'strings']",2300.0
Grime Zoo,"['brute force', 'greedy', 'implementation', 'strings']",2100.0
Peaceful Rooks,"['dfs and similar', 'dsu', 'graphs']",1700.0
Fair Numbers,"['brute force', 'number theory']",1000.0
In-game Chat,['implementation'],800.0
Subsequences of Length Two,"['dp', 'strings']",2100.0
Two Platforms,"['binary search', 'dp', 'sortings', 'two pointers']",1800.0
Decrease the Sum of Digits,"['greedy', 'math']",1500.0
Yet Another Array Restoration,"['brute force', 'math', 'number theory']",1200.0
Minimum Product,"['brute force', 'greedy', 'math']",1100.0
Yet Another Two Integers Problem,"['greedy', 'math']",800.0
Bitwise Magic,"['dp', 'math']",3200.0
Rainbow Triples,"['binary search', 'data structures', 'flows', 'greedy']",3300.0
Clusterization Counting,"['combinatorics', 'dp', 'dsu', 'fft', 'graphs', 'trees']",2700.0
Two Different,"['constructive algorithms', 'divide and conquer']",2300.0
Avoid Rainbow Cycles,"['data structures', 'dsu', 'graphs', 'greedy', 'sortings', 'trees']",2400.0
Searchlights,"['binary search', 'brute force', 'data structures', 'dp', 'implementation', 'sortings', 'two pointers']",2000.0
Discrete Acceleration,"['binary search', 'dp', 'implementation', 'math', 'two pointers']",1500.0
Arrays Sum,"['constructive algorithms', 'greedy', 'math']",1400.0
Circle Coloring,['constructive algorithms'],800.0
Egor in the Republic of Dagestan,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'shortest paths']",2500.0
Discrete Centrifugal Jumps,"['data structures', 'dp', 'graphs']",2200.0
Chocolate Bunny,"['constructive algorithms', 'interactive', 'math', 'two pointers']",1600.0
Big Vova,"['brute force', 'greedy', 'math', 'number theory']",1300.0
Ahahahahahahahaha,"['constructive algorithms', 'math']",1100.0
Deleting Numbers,"['interactive', 'math', 'number theory']",2600.0
Three Sequences,"['constructive algorithms', 'data structures', 'greedy', 'math']",2200.0
Link Cut Centroids,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']",1700.0
Maximum Product,"['brute force', 'dp', 'greedy', 'implementation', 'sortings']",1200.0
Subset Mex,"['greedy', 'implementation', 'math']",900.0
Array Cancellation,"['constructive algorithms', 'implementation']",1000.0
Permutation Forgery,['constructive algorithms'],800.0
Bricks,"['flows', 'graph matchings', 'graphs']",2800.0
Game of Pairs,"['constructive algorithms', 'dfs and similar', 'interactive', 'math', 'number theory']",2800.0
Fixed Point Removal,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'two pointers']",2300.0
Tree Tag,"['dfs and similar', 'dp', 'games', 'trees']",1900.0
Balanced Bitstring,"['implementation', 'strings']",1500.0
Chess Rush,"['*special', 'combinatorics', 'dp', 'implementation', 'math']",3200.0
Spring cleaning,"['*special', 'data structures', 'dfs and similar', 'graphs', 'trees']",2300.0
The Potion of Great Power,"['*special', '2-sat', 'binary search', 'data structures', 'graphs', 'interactive', 'sortings', 'two pointers']",2400.0
Star Trek,"['*special', 'combinatorics', 'dfs and similar', 'dp', 'games', 'graphs', 'matrices', 'trees']",2600.0
Roads,"['*special', 'geometry', 'sortings']",2900.0
Fancy Fence,"['*special', 'data structures', 'dsu', 'implementation', 'math', 'sortings']",1800.0
Reverse and Swap,"['binary search', 'bitmasks', 'data structures']",2400.0
Divide Square,"['data structures', 'geometry', 'implementation', 'sortings']",2400.0
Maximum Distributed Tree,"['dfs and similar', 'dp', 'greedy', 'implementation', 'math', 'number theory', 'sortings', 'trees']",1800.0
Mere Array,"['constructive algorithms', 'math', 'number theory', 'sortings']",1300.0
Ternary Sequence,"['constructive algorithms', 'greedy', 'math']",1100.0
Distance and Axis,"['constructive algorithms', 'math']",900.0
Mercenaries,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'dsu', 'math', 'two pointers']",2600.0
x-prime Substrings,"['brute force', 'dfs and similar', 'dp', 'string suffix structures', 'strings']",2800.0
Clear the Multiset,"['data structures', 'divide and conquer', 'dp', 'greedy']",2200.0
Zigzags,"['brute force', 'combinatorics', 'data structures', 'math', 'two pointers']",1900.0
Binary String Reconstruction,"['2-sat', 'brute force', 'constructive algorithms', 'greedy']",1500.0
RPG Protagonist,"['brute force', 'greedy', 'math']",1700.0
String Similarity,"['constructive algorithms', 'strings']",800.0
Yet Another Segments Subset,"['data structures', 'dp', 'graphs', 'sortings']",2300.0
Weights Division (hard version),"['binary search', 'dfs and similar', 'greedy', 'sortings', 'trees', 'two pointers']",2200.0
Weights Division (easy version),"['data structures', 'dfs and similar', 'greedy', 'trees']",2000.0
Binary String To Subsequences,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",1500.0
Boats Competition,"['brute force', 'greedy', 'two pointers']",1200.0
Gifts Fixing,['greedy'],800.0
Remove Smallest,"['greedy', 'sortings']",800.0
Running Competition,"['bitmasks', 'fft', 'math', 'number theory']",2600.0
Controversial Rounds,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']",2500.0
Two Types of Spells,"['binary search', 'data structures', 'greedy', 'implementation', 'math', 'sortings']",2200.0
Colored Rectangles,"['dp', 'greedy', 'sortings']",1800.0
Good Subarrays,"['data structures', 'dp', 'math']",1600.0
Substring Removal Game,"['games', 'greedy', 'sortings']",800.0
Bad Triangle,"['geometry', 'math']",800.0
Power Sequence,"['brute force', 'math', 'number theory', 'sortings']",1500.0
Juggling Letters,"['greedy', 'strings']",800.0
Distance Matching,"['constructive algorithms', 'dfs and similar', 'trees']",3200.0
Rainbow Rectangles,"['data structures', 'sortings', 'two pointers']",3300.0
Monster Invaders,"['dp', 'greedy', 'implementation']",2300.0
Stoned Game,"['brute force', 'constructive algorithms', 'games', 'greedy']",1800.0
Multiples of Length,"['constructive algorithms', 'greedy', 'number theory']",1600.0
Boboniu and Bit Operations,"['bitmasks', 'brute force', 'dp', 'greedy']",1600.0
Boboniu Plays Chess,['constructive algorithms'],1100.0
Boboniu Likes to Color Balls,"['brute force', 'math']",1000.0
Boboniu and Banknote Collection,['strings'],3500.0
Boboniu and Jianghu,"['dp', 'greedy', 'sortings', 'trees']",2800.0
Boboniu and String,"['binary search', 'geometry', 'ternary search']",2600.0
Boboniu Walks on Graph,"['brute force', 'dfs and similar', 'graphs', 'hashing']",2300.0
Boboniu Chats with Du,"['dp', 'greedy', 'sortings', 'two pointers']",1800.0
Twilight and Ancient Scroll (harder version),"['dp', 'hashing', 'implementation', 'string suffix structures', 'strings', 'two pointers']",3200.0
Twilight and Ancient Scroll (easier version),"['dp', 'hashing', 'implementation', 'string suffix structures', 'strings']",2800.0
Rarity and New Dress,"['dfs and similar', 'dp', 'implementation', 'shortest paths']",2100.0
Pinkie Pie Eats Patty-cakes,"['constructive algorithms', 'greedy', 'math', 'sortings']",1700.0
Applejack and Storages,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",1400.0
"Rainbow Dash, Fluttershy and Chess Coloring","['greedy', 'math']",800.0
Kevin and Grid,"['fft', 'graphs', 'math']",3300.0
ZS Shuffles Cards,"['combinatorics', 'dp', 'math', 'probabilities']",3000.0
Omkar and Pies,"['bitmasks', 'dfs and similar', 'dp', 'math', 'shortest paths']",2900.0
Omkar and Landslide,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'math']",2400.0
Omkar and Duck,"['bitmasks', 'constructive algorithms', 'interactive', 'math']",2100.0
Omkar and Bed Wars,"['dp', 'greedy']",1700.0
Omkar and Waterslide,"['greedy', 'implementation']",1200.0
Omkar and Infinity Clock,"['implementation', 'math']",800.0
Omkar and Password,"['greedy', 'math']",800.0
Pairs of Pairs,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'trees']",2600.0
505,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'implementation']",2000.0
Cyclic Permutations ,"['combinatorics', 'dp', 'graphs', 'math']",1500.0
Fix You,"['brute force', 'greedy', 'implementation']",800.0
Suborrays,"['constructive algorithms', 'math']",800.0
Directing Edges,"['dfs and similar', 'dp', 'graphs', 'trees']",2800.0
Bicolored Segments,"['data structures', 'dp', 'graph matchings', 'sortings']",2600.0
Calendar Ambiguity,"['math', 'number theory']",2200.0
Segment Intersections,"['brute force', 'greedy', 'implementation', 'math']",2100.0
Good String,"['brute force', 'dp', 'greedy', 'two pointers']",1500.0
Array Walk,"['brute force', 'dp', 'greedy']",1600.0
LCM Problem,"['constructive algorithms', 'greedy', 'math', 'number theory']",800.0
Uncle Bogdan and Projections,"['data structures', 'geometry', 'sortings']",2700.0
Captain Flint and Treasure,"['data structures', 'dfs and similar', 'graphs', 'greedy', 'implementation', 'trees']",2000.0
Uncle Bogdan and Country Happiness,"['dfs and similar', 'greedy', 'math', 'trees']",1800.0
Captain Flint and a Long Voyage,"['greedy', 'math']",1000.0
Captain Flint and Crew Recruitment,"['brute force', 'greedy', 'math', 'number theory']",800.0
Viruses,"['*special', 'dp', 'shortest paths', 'string suffix structures']",2900.0
Village (Maximum),"['*special', 'dfs and similar', 'trees']",2500.0
Village (Minimum),"['*special', 'dp', 'greedy', 'trees']",2100.0
Graph,"['*special', 'binary search', 'dfs and similar', 'dp', 'math', 'ternary search']",2100.0
Joker,"['*special', 'bitmasks', 'data structures', 'divide and conquer', 'dsu']",2800.0
Mixture,"['*special', 'data structures', 'geometry', 'math', 'sortings']",2900.0
Colors,"['*special', 'binary search', 'constructive algorithms', 'interactive']",2700.0
Columns Swaps,"['2-sat', 'dfs and similar', 'dsu', 'graphs', 'implementation']",2300.0
Removing Leaves,"['data structures', 'greedy', 'implementation', 'trees']",2300.0
Directing Edges,"['constructive algorithms', 'dfs and similar', 'graphs']",2000.0
a-Good String,"['bitmasks', 'brute force', 'divide and conquer', 'dp', 'implementation']",1500.0
Make It Good,['greedy'],1200.0
Restore the Permutation by Merger,['greedy'],800.0
Three Pairwise Maximums,['math'],800.0
Koa and the Beach (Hard Version),"['constructive algorithms', 'dp', 'greedy', 'implementation']",2200.0
Koa and the Beach (Easy Version),"['brute force', 'dp', 'greedy']",1900.0
Common Prefixes,"['constructive algorithms', 'greedy', 'strings']",1200.0
Special Edges,"['flows', 'graphs']",3200.0
Strange Operation,"['combinatorics', 'data structures', 'dp']",2800.0
Rearrange,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'sortings']",2800.0
String Transformation 2,"['bitmasks', 'dp', 'graphs', 'trees']",3100.0
GameGame,"['bitmasks', 'constructive algorithms', 'dp', 'games', 'greedy', 'math']",1900.0
String Transformation 1,"['dsu', 'graphs', 'greedy', 'sortings', 'strings', 'trees', 'two pointers']",1700.0
Sequential Nim,"['dp', 'games']",1100.0
Common Subsequence,['brute force'],800.0
Origami,"['geometry', 'math', 'sortings']",3300.0
