name,tags,rating
Alice's Adventures in Cards,"['constructive algorithms', 'data structures', 'dp', 'graphs', 'greedy', 'implementation', 'ternary search']",2000.0
Alice's Adventures in Cutting Cake,"['binary search', 'dp', 'greedy', 'two pointers']",1600.0
Alice's Adventures in Permuting,"['binary search', 'implementation', 'math']",1400.0
Alice's Adventures in ''Chess'',"['brute force', 'implementation', 'math']",900.0
Bit Game (Hard Version),"['bitmasks', 'dp', 'math']",3100.0
Bit Game (Easy Version),"['bitmasks', 'brute force', 'games', 'math']",2800.0
The Endspeaker (Hard Version),"['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'two pointers']",2200.0
The Endspeaker (Easy Version),"['binary search', 'dp', 'graphs', 'greedy', 'implementation', 'two pointers']",1700.0
Add Zeros,"['brute force', 'data structures', 'dfs and similar', 'dp', 'graphs', 'greedy']",1500.0
Stalin Sort,"['brute force', 'greedy']",1100.0
Rectangle Arrangement,"['geometry', 'implementation', 'math']",800.0
Bermart Ice Cream,"['data structures', 'dfs and similar', 'divide and conquer', 'dp', 'implementation', 'trees']",2700.0
Best Subsequence,"['bitmasks', 'dfs and similar', 'flows', 'graph matchings', 'graphs']",2500.0
Sums of Segments,"['binary search', 'data structures', 'dp', 'implementation', 'math']",1900.0
Action Figures,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation']",1500.0
Black Cells,"['binary search', 'brute force', 'constructive algorithms', 'greedy']",1300.0
Perpendicular Segments,"['constructive algorithms', 'geometry', 'greedy', 'math']",900.0
Variable Damage,"['data structures', 'flows']",3000.0
Choose Your Queries,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'trees']",2700.0
Card Game,"['combinatorics', 'dp', 'fft', 'greedy', 'math']",2200.0
Attribute Checks,"['brute force', 'data structures', 'dp', 'implementation', 'math', 'two pointers']",1800.0
New Game,"['binary search', 'brute force', 'greedy', 'implementation', 'sortings', 'two pointers']",1300.0
"Binomial Coefficients, Kind Of","['combinatorics', 'dp', 'math']",1100.0
Two Screens,"['binary search', 'greedy', 'strings', 'two pointers']",800.0
Buying Lemonade,"['binary search', 'constructive algorithms', 'sortings']",1100.0
Profitable Interest Rate,"['greedy', 'math']",800.0
Hills and Pits,"['data structures', 'greedy', 'math', 'matrices']",3500.0
Tree of Life,"['dp', 'greedy', 'trees']",3300.0
Many Games,"['brute force', 'dp', 'greedy', 'math', 'probabilities']",2900.0
C+K+S,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'hashing', 'implementation', 'strings']",2400.0
Skipping,"['binary search', 'dp', 'graphs', 'shortest paths']",1700.0
Concatenation of Arrays,"['constructive algorithms', 'greedy', 'math', 'sortings']",1300.0
Billetes MX (Hard Version),"['binary search', 'combinatorics', 'data structures', 'dsu', 'graphs']",2600.0
Billetes MX (Easy Version),"['2-sat', 'binary search', 'combinatorics', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",2500.0
Asesino (Hard Version),"['constructive algorithms', 'dp', 'interactive']",2700.0
Asesino (Easy Version),"['binary search', 'brute force', 'constructive algorithms', 'implementation', 'interactive']",1900.0
Gerrymandering,"['dp', 'implementation']",1800.0
Kar Salesman,"['binary search', 'greedy', 'math']",1300.0
Bus to Pénjamo,"['constructive algorithms', 'greedy', 'implementation', 'math']",800.0
Digital Village (Extreme Version),"['data structures', 'dfs and similar', 'dp', 'dsu', 'graphs', 'greedy', 'math', 'trees']",2800.0
Digital Village (Hard Version),"['data structures', 'dp', 'dsu', 'graphs', 'math', 'trees']",2500.0
Digital Village (Easy Version),"['brute force', 'data structures', 'dfs and similar', 'dp', 'dsu', 'fft', 'graphs', 'greedy', 'implementation', 'math', 'trees']",2300.0
"Boss, Thirsty","['dp', 'greedy', 'implementation']",2500.0
Adjust The Presentation (Hard Version),"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'sortings']",1900.0
Adjust The Presentation (Easy Version),"['constructive algorithms', 'greedy']",1300.0
Maximize Mex,"['brute force', 'greedy', 'math', 'number theory']",1200.0
Meaning Mean,"['data structures', 'greedy', 'math', 'sortings']",800.0
Count Leaves,"['dp', 'math', 'number theory']",2900.0
Expected Power,"['bitmasks', 'dp', 'math', 'probabilities']",2000.0
Connect the Dots,"['brute force', 'dp', 'dsu', 'graphs', 'math', 'trees']",1800.0
Bitwise Balancing,"['bitmasks', 'hashing', 'implementation', 'math', 'schedules', 'ternary search']",1400.0
Brightness Begins,"['binary search', 'math']",1200.0
Find Minimum Operations,"['bitmasks', 'brute force', 'greedy', 'math', 'number theory']",800.0
All Pairs Segments,"['implementation', 'math']",1200.0
Max Plus Size,"['brute force', 'dp', 'greedy']",800.0
Speedbreaker Counting (Hard Version),"['dp', 'greedy', 'math']",3100.0
Speedbreaker Counting (Medium Version),"['dp', 'greedy', 'math']",3000.0
Speedbreaker Counting (Easy Version),"['combinatorics', 'dp', 'greedy', 'math']",2900.0
Complex Segments (Hard Version),"['binary search', 'data structures', 'divide and conquer', 'dsu', 'greedy', 'math', 'sortings']",3400.0
Complex Segments (Easy Version),"['binary search', 'data structures', 'divide and conquer', 'dsu', 'greedy', 'math', 'sortings']",3300.0
Max Plus Min Plus Size,"['data structures', 'dp', 'dsu', 'greedy', 'implementation', 'matrices', 'sortings']",2200.0
Tree Pruning,"['brute force', 'dfs and similar', 'greedy', 'sortings', 'trees']",1700.0
Speedbreaker,"['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'two pointers']",1900.0
Cards Partition,"['2-sat', 'brute force', 'greedy', 'implementation', 'math']",1600.0
Robin Hood Archery,"['data structures', 'divide and conquer', 'greedy', 'hashing']",1900.0
Milky Days,"['brute force', 'data structures', 'greedy', 'implementation']",2200.0
Sheriff's Defense,"['dfs and similar', 'dp', 'greedy', 'trees']",2000.0
Rendez-vous de Marian et Robin,"['dfs and similar', 'graphs', 'shortest paths']",1800.0
Robert Hood and Mrs Hood,"['brute force', 'data structures', 'greedy', 'sortings']",1400.0
Robin Hood in Town,"['binary search', 'greedy', 'math']",1100.0
Robin Hood and the Major Oak,['math'],800.0
Robin Helps,"['greedy', 'implementation']",800.0
Game in Tree (Hard Version),"['binary search', 'data structures', 'trees']",3500.0
Game in Tree (Easy Version),"['binary search', 'brute force', 'data structures', 'dp', 'games', 'greedy', 'implementation', 'trees']",2700.0
Prefix GCD,"['brute force', 'dp', 'greedy', 'math', 'number theory']",2200.0
Minimize the Difference,"['binary search', 'greedy']",1900.0
Password Cracking,"['constructive algorithms', 'interactive', 'strings']",1400.0
Battle for Survive,"['constructive algorithms', 'greedy', 'math']",900.0
Zhan's Blender,"['constructive algorithms', 'math']",800.0
Message Transmission Error (hard version),"['hashing', 'string suffix structures', 'strings', 'two pointers']",1700.0
Message Transmission Error (easy version),"['brute force', 'strings']",1400.0
Three Brothers,"['brute force', 'implementation', 'math']",800.0
Alternating Sum of Numbers,"['brute force', 'implementation', 'math']",800.0
Yunli's Subarray Queries (extreme version),"['data structures', 'dp', 'implementation']",2700.0
Yunli's Subarray Queries (hard version),"['binary search', 'data structures', 'dp']",2200.0
Yunli's Subarray Queries (easy version),"['binary search', 'data structures', 'two pointers']",1900.0
Firefly's Queries,"['bitmasks', 'data structures', 'flows', 'math']",1700.0
Klee's SUPER DUPER LARGE Array!!!,"['binary search', 'math', 'ternary search']",1400.0
Satyam and Counting,"['geometry', 'math']",1400.0
The Legend of Freya the Frog,"['implementation', 'math']",1100.0
osu!mania,"['brute force', 'implementation']",800.0
Minimize!,"['brute force', 'math']",800.0
Sakurako's Test,"['binary search', 'brute force', 'greedy', 'math', 'number theory']",2100.0
Sakurako's Task,"['binary search', 'greedy', 'math', 'number theory']",1800.0
Sakurako's Box,"['combinatorics', 'math', 'number theory']",1400.0
Alternating String,"['brute force', 'data structures', 'dp', 'greedy', 'implementation', 'strings']",1500.0
Sakurako's Hobby,"['dp', 'dsu', 'graphs', 'math']",1100.0
Longest Good Array,"['binary search', 'brute force', 'math']",800.0
Square or Not,"['brute force', 'math', 'strings']",800.0
Sakurako's Exam,"['brute force', 'constructive algorithms', 'greedy', 'math']",800.0
Dora and C++,"['math', 'number theory']",1500.0
Index and Maximum Value,"['data structures', 'greedy']",900.0
Dora's Set,"['greedy', 'math', 'number theory']",800.0
Dora's Paint,"['brute force', 'combinatorics', 'constructive algorithms', 'graphs', 'implementation']",3500.0
Iris's Full Binary Tree,"['brute force', 'data structures', 'dfs and similar', 'trees']",3100.0
Iris and Adjacent Products,"['data structures', 'greedy', 'implementation', 'math']",2600.0
Eri and Expanded Sets,"['data structures', 'divide and conquer', 'math', 'number theory', 'two pointers']",2300.0
Iris and the Tree,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'math', 'trees']",1800.0
Iris and Game on the Tree,"['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'trees']",1700.0
Subtangle Game (Hard Version),"['data structures', 'dp', 'games', 'greedy', 'implementation']",2500.0
Subtangle Game (Easy Version),"['dp', 'games', 'greedy', 'implementation']",2100.0
Alter the GCD,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation', 'number theory']",2400.0
Lazy Narek,"['dp', 'implementation', 'strings']",1800.0
The Strict Teacher (Hard Version),"['binary search', 'greedy', 'math', 'sortings']",1200.0
The Strict Teacher (Easy Version),"['greedy', 'math', 'sortings']",1000.0
Simple Palindrome,"['combinatorics', 'constructive algorithms', 'greedy', 'math']",900.0
Substring Compression,"['data structures', 'dp', 'matrices']",3200.0
Make a Palindrome,"['binary search', 'brute force', 'data structures', 'greedy', 'math']",2600.0
Not a Nim Problem,"['brute force', 'games', 'math', 'number theory']",2100.0
Colored Portals,"['binary search', 'brute force', 'data structures', 'graphs', 'greedy', 'implementation', 'shortest paths']",1600.0
Splitting Items,"['games', 'greedy', 'sortings']",1100.0
Game with Doors,"['brute force', 'greedy']",1000.0
Closest Point,"['implementation', 'math']",800.0
Turtle and Three Sequences,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'probabilities', 'two pointers']",2800.0
Turtle and Inversions (Hard Version),"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy', 'math', 'two pointers']",2700.0
Turtle and Inversions (Easy Version),"['brute force', 'divide and conquer', 'dp', 'greedy', 'math']",2600.0
Turtle and a MEX Problem (Hard Version),"['dfs and similar', 'dp', 'graphs', 'greedy', 'implementation', 'math']",2100.0
Turtle and a MEX Problem (Easy Version),"['greedy', 'math']",1500.0
Turtle and Good Pairs,"['constructive algorithms', 'greedy', 'sortings', 'strings']",1200.0
Turtle and Piggy Are Playing a Game 2,"['games', 'greedy', 'sortings']",800.0
Turtle and Good Strings,"['greedy', 'strings']",800.0
Counting 101,['greedy'],3500.0
Lattice Optimizing,"['bitmasks', 'brute force', 'hashing', 'meet-in-the-middle']",3400.0
Court Blue (Hard Version),"['brute force', 'dp', 'math', 'number theory']",2800.0
Court Blue (Easy Version),"['brute force', 'dfs and similar', 'dp', 'math', 'number theory']",2600.0
Cosmic Rays,"['brute force', 'data structures', 'dp']",2300.0
DFS Checker (Hard Version),"['binary search', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'trees']",2300.0
DFS Checker (Easy Version),"['brute force', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'trees']",1900.0
Black Circles,"['brute force', 'geometry', 'greedy', 'math']",1200.0
Removals Game,"['constructive algorithms', 'games']",1000.0
Distanced Coloring,"['constructive algorithms', 'implementation', 'math']",800.0
Deterministic Heap (Hard Version),"['combinatorics', 'dp', 'trees']",2900.0
Deterministic Heap (Easy Version),"['combinatorics', 'dp', 'math', 'trees']",2400.0
Longest Max Min Subsequence,"['brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation']",1900.0
Guess The Tree,"['binary search', 'brute force', 'dfs and similar', 'divide and conquer', 'dsu', 'greedy', 'interactive', 'trees']",1500.0
Generate Permutation,['constructive algorithms'],800.0
Make All Equal,"['greedy', 'implementation']",800.0
Ksyusha and the Loaded Set,"['binary search', 'brute force', 'data structures', 'implementation']",2200.0
Call During the Journey,"['binary search', 'brute force', 'graphs', 'greedy', 'shortest paths']",2100.0
Color Rows and Columns,"['dp', 'greedy', 'implementation', 'math']",1900.0
Photoshoot for Gorillas,"['combinatorics', 'data structures', 'greedy', 'math']",1400.0
Right Left Wrong,"['greedy', 'implementation', 'two pointers']",1200.0
Numeric String Template,"['data structures', 'strings']",1000.0
Seating in a Bus,['two pointers'],800.0
Primary Task,"['implementation', 'math', 'strings']",800.0
Ruler (hard version),"['binary search', 'interactive', 'ternary search']",1700.0
Ruler (easy version),"['binary search', 'interactive']",1500.0
Expected Median,"['combinatorics', 'math']",1500.0
Triple Operations,"['dp', 'implementation', 'math']",1300.0
Slavic's Exam,"['greedy', 'implementation', 'strings']",1100.0
Showering,"['greedy', 'implementation']",800.0
Card Game,"['brute force', 'constructive algorithms', 'implementation']",1000.0
A+B Again?,"['implementation', 'math']",800.0
Eliminating Balls With Merging (Hard Version),"['binary search', 'brute force', 'data structures', 'divide and conquer', 'greedy', 'implementation']",2500.0
Eliminating Balls With Merging (Easy Version),"['binary search', 'brute force', 'data structures', 'divide and conquer', 'greedy']",2200.0
Determine Winning Islands in Race,"['data structures', 'dp', 'graphs', 'greedy', 'shortest paths']",2100.0
Perform Operations to Maximize Score,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation']",1900.0
Minimize Equal Sum Subarrays,"['constructive algorithms', 'math', 'number theory']",1000.0
Find K Distinct Points with Fixed Center,"['constructive algorithms', 'implementation', 'math']",800.0
Chips on a Line,"['brute force', 'combinatorics', 'dp', 'greedy', 'math']",2700.0
Level Up,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation']",2200.0
Maximize the Root,"['binary search', 'dfs and similar', 'dp', 'greedy', 'trees']",1500.0
Even Positions,"['constructive algorithms', 'data structures', 'greedy']",1100.0
Make Three Regions,"['constructive algorithms', 'two pointers']",1100.0
Strong Password,"['brute force', 'implementation', 'strings']",800.0
Penacony,"['brute force', 'data structures', 'graphs', 'greedy', 'hashing']",2200.0
Bomb,"['binary search', 'greedy', 'math']",1900.0
Decode,"['combinatorics', 'data structures', 'implementation', 'math']",1600.0
Fun,"['binary search', 'brute force', 'combinatorics', 'math', 'number theory']",1500.0
Sort,"['dp', 'greedy', 'sortings', 'strings']",1200.0
Scale,"['greedy', 'implementation']",800.0
Legs,"['binary search', 'math', 'ternary search']",800.0
Let Me Teach You a Lesson (Hard Version),"['data structures', 'dp', 'matrices', 'two pointers']",2900.0
Let Me Teach You a Lesson (Easy Version),"['2-sat', 'data structures', 'dp', 'matrices', 'two pointers']",2700.0
Cases,"['bitmasks', 'brute force', 'dp', 'strings']",2300.0
Squaring,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'number theory']",1800.0
Bouquet (Hard Version),"['binary search', 'data structures', 'greedy', 'math', 'sortings', 'two pointers']",1700.0
Bouquet (Easy Version),"['binary search', 'brute force', 'greedy', 'sortings', 'two pointers']",1100.0
Diagonals,"['brute force', 'greedy', 'implementation', 'math']",800.0
Fortnite,"['combinatorics', 'constructive algorithms', 'games', 'greedy', 'hashing', 'interactive', 'math', 'number theory', 'strings']",3500.0
Minecraft,"['bitmasks', 'brute force', 'dp', 'graphs', 'math']",2600.0
Stardew Valley,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']",2500.0
Wooden Game,"['bitmasks', 'greedy', 'math', 'trees']",2000.0
Funny Game,"['constructive algorithms', 'dsu', 'graphs', 'greedy', 'math', 'number theory', 'trees']",1900.0
Hungry Games,"['binary search', 'dp', 'two pointers']",1600.0
Fun Game,"['bitmasks', 'constructive algorithms', 'greedy', 'math']",1100.0
Diverse Game,"['constructive algorithms', 'greedy', 'implementation']",800.0
Dyn-scripted Robot (Hard Version),"['chinese remainder theorem', 'math', 'number theory']",2800.0
Dyn-scripted Robot (Easy Version),"['brute force', 'chinese remainder theorem', 'constructive algorithms', 'math', 'number theory']",2400.0
Xor-Grid Problem,"['bitmasks', 'constructive algorithms', 'dp', 'implementation']",2700.0
Med-imize,"['binary search', 'dp', 'greedy']",2200.0
Light Switches,"['implementation', 'math']",1400.0
Parity and Sum,"['constructive algorithms', 'greedy']",1100.0
Question Marks,"['greedy', 'implementation']",800.0
Ultra-Meow,"['combinatorics', 'dp', 'math']",2000.0
Valuable Cards,"['brute force', 'dp', 'greedy', 'number theory', 'two pointers']",1900.0
Novice's Mistake,"['brute force', 'constructive algorithms', 'implementation', 'math', 'strings']",1700.0
Test of Love,"['dp', 'greedy', 'implementation']",1200.0
Gorilla and Permutation,"['constructive algorithms', 'math']",900.0
Angry Monk,"['greedy', 'math', 'sortings']",800.0
Only Pluses,"['brute force', 'constructive algorithms', 'greedy', 'math', 'sortings']",800.0
Grid Game,"['constructive algorithms', 'games', 'graph matchings', 'greedy', 'interactive']",3500.0
Prime Split Game,"['bitmasks', 'dp', 'fft', 'games', 'math', 'number theory']",3300.0
Grid Reset,"['constructive algorithms', 'greedy', 'implementation']",2700.0
Triangle Formation,"['brute force', 'greedy', 'implementation', 'math', 'sortings']",2200.0
Coloring Game,"['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'interactive']",1900.0
Prime XOR Coloring,"['bitmasks', 'constructive algorithms', 'graphs', 'greedy', 'math', 'number theory']",1900.0
Absolute Zero,"['constructive algorithms', 'greedy', 'math']",1300.0
AND Reconstruction,"['bitmasks', 'constructive algorithms', 'greedy']",1100.0
Maximize the Last Element,"['greedy', 'implementation']",800.0
Polygonal Segments,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy', 'two pointers']",2800.0
Catch the Mole(Hard Version),"['binary search', 'data structures', 'dfs and similar', 'divide and conquer', 'interactive', 'trees']",2600.0
Catch the Mole(Easy Version),"['binary search', 'data structures', 'dfs and similar', 'interactive', 'trees']",2500.0
Grid Puzzle,"['bitmasks', 'brute force', 'dp', 'greedy', 'implementation']",1800.0
Mad MAD Sum,"['brute force', 'greedy', 'math']",1500.0
Array Craft,"['constructive algorithms', 'greedy']",1200.0
Submission Bait,"['brute force', 'games', 'greedy', 'sortings']",900.0
Simultaneous Coloring,"['dfs and similar', 'divide and conquer', 'graphs']",3000.0
Distance to Different,"['combinatorics', 'dp', 'math']",2300.0
Smithing Skill,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'sortings', 'two pointers']",1900.0
Two Movies,"['greedy', 'math']",1400.0
Substring and Subsequence,"['brute force', 'greedy', 'strings']",1200.0
Catch the Coin,['implementation'],800.0
Heartbeat,"['combinatorics', 'dp', 'fft', 'math']",3000.0
Range Minimum Sum,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation']",2300.0
The Omnipotent Monster Killer,"['brute force', 'dfs and similar', 'dp', 'trees']",2000.0
Increasing Sequence with Fixed OR,"['bitmasks', 'constructive algorithms', 'greedy']",1300.0
Make Majority,"['greedy', 'implementation']",900.0
Split the Multiset,"['brute force', 'greedy', 'implementation', 'math']",900.0
Fumo Temple,['interactive'],3500.0
Spinning Round (Hard Version),"['divide and conquer', 'dp', 'trees']",3500.0
Spinning Round (Easy Version),"['divide and conquer', 'dp', 'trees']",2900.0
Interesting Problem (Hard Version),['dp'],2600.0
Interesting Problem (Easy Version),['dp'],2500.0
Wonderful Tree!,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'trees']",2000.0
World is Mine,"['dp', 'games']",1800.0
Basil's Garden,"['dp', 'greedy']",1200.0
K-Sort,['greedy'],1000.0
Upload More RAM,"['greedy', 'math']",800.0
Permutation Problem (Hard Version),"['brute force', 'data structures', 'hashing', 'math', 'number theory']",2500.0
Permutation Problem (Simple Version),"['binary search', 'brute force', 'combinatorics', 'data structures', 'math', 'number theory']",2200.0
Non-academic Problem,"['dfs and similar', 'graphs', 'trees']",1900.0
Beautiful Array,"['greedy', 'math', 'number theory', 'sortings']",1700.0
Mathematical Problem,"['brute force', 'dp', 'greedy', 'implementation', 'math', 'two pointers']",1400.0
Update Queries,"['data structures', 'greedy', 'sortings']",1100.0
Matrix Stabilization,"['brute force', 'data structures', 'greedy', 'sortings']",1000.0
X Axis,"['brute force', 'geometry', 'math', 'sortings']",800.0
Maximize the Largest Component (Hard Version),"['data structures', 'dfs and similar', 'dp', 'dsu', 'implementation']",2200.0
Maximize the Largest Component (Easy Version),"['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation']",1700.0
D-Function,"['combinatorics', 'math', 'number theory']",1600.0
Final Boss,"['binary search', 'data structures']",1500.0
Secret Box,"['brute force', 'combinatorics', 'math']",1200.0
Manhattan Circle,"['implementation', 'math']",900.0
Good Prefixes,['greedy'],1000.0
Maximum Multiple Sum,"['brute force', 'math', 'number theory']",800.0
Creating Words,"['implementation', 'strings']",800.0
Tower Capturing,"['combinatorics', 'dp', 'geometry']",3300.0
Magic Trick II,"['constructive algorithms', 'implementation', 'sortings']",3200.0
Reconstruction,"['brute force', 'dp', 'math']",2500.0
Shuffle,"['dp', 'greedy', 'trees']",2400.0
''a'' String Problem,"['brute force', 'hashing', 'implementation', 'math', 'string suffix structures', 'strings']",2000.0
Magnitude (Hard Version),"['combinatorics', 'dp', 'greedy', 'math']",1700.0
Magnitude (Easy Version),"['dp', 'greedy', 'math']",1300.0
Large Addition,"['implementation', 'math']",1100.0
Strange Splitting,['constructive algorithms'],800.0
Your Loss,"['bitmasks', 'brute force', 'dp', 'trees']",3000.0
array-value,"['binary search', 'bitmasks', 'data structures', 'greedy', 'two pointers']",2500.0
I Love Balls,"['combinatorics', 'math', 'probabilities']",2300.0
Swap Dilemma,"['constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'math', 'sortings']",1700.0
Have Your Cake and Eat It Too,"['binary search', 'brute force', 'greedy', 'implementation']",1400.0
Corner Twist,"['constructive algorithms', 'greedy', 'implementation', 'math']",1200.0
Array Divisibility,"['constructive algorithms', 'math']",800.0
Sorting Problem Again,"['binary search', 'data structures', 'sortings']",2600.0
Number of k-good subarrays,"['bitmasks', 'brute force', 'combinatorics', 'divide and conquer', 'dp', 'math', 'meet-in-the-middle']",2300.0
Beauty of the mountains,"['brute force', 'data structures', 'implementation', 'math', 'number theory']",1700.0
Boring Day,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']",1200.0
Collatz Conjecture,"['brute force', 'implementation', 'math', 'number theory']",1200.0
Soccer,"['greedy', 'implementation', 'math', 'sortings']",800.0
Turtle and Paths on a Tree,"['data structures', 'dp', 'trees']",3000.0
Turtle and Intersected Segments,"['data structures', 'dsu', 'graphs', 'greedy']",2600.0
Turtle and Multiplication,"['constructive algorithms', 'dfs and similar', 'graphs', 'number theory']",2400.0
Turtle and an Incomplete Sequence,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math']",1800.0
Turtle and an Infinite Sequence,"['bitmasks', 'math']",1300.0
Turtle and Piggy Are Playing a Game,"['brute force', 'greedy', 'math']",800.0
Yasya and the Mysterious Tree,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'strings', 'trees']",2300.0
Field Division (hard version),"['math', 'sortings']",2400.0
Field Division (easy version),"['data structures', 'math', 'sortings']",1900.0
Permutation of Rows and Columns,"['constructive algorithms', 'data structures', 'greedy', 'hashing', 'implementation', 'math', 'matrices', 'sortings']",1600.0
GCD-sequence,"['greedy', 'implementation', 'math', 'number theory']",1400.0
Sofia and the Lost Operations,"['constructive algorithms', 'greedy']",1300.0
Choosing Cubes,"['sortings', 'sortings']",800.0
Problem Generator,['math'],800.0
Kostyanych's Theorem,"['brute force', 'constructive algorithms', 'graphs', 'interactive']",2900.0
Manhattan Triangle,"['binary search', 'constructive algorithms', 'data structures', 'geometry', 'implementation', 'two pointers']",2400.0
Fixing a Binary String,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'hashing', 'strings']",1800.0
Earning on Bets,"['binary search', 'combinatorics', 'constructive algorithms', 'number theory']",1200.0
XOR Sequences,"['bitmasks', 'greedy']",1000.0
Guess the Maximum,"['brute force', 'greedy', 'implementation']",800.0
Large Graph,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'number theory', 'two pointers']",2400.0
Computing Machine,"['brute force', 'data structures', 'dp', 'greedy', 'implementation']",2000.0
Elections,"['data structures', 'greedy', 'implementation', 'math']",1600.0
Manhattan Permutations,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",1300.0
New Bakery,"['binary search', 'greedy', 'math', 'ternary search']",800.0
Alice and Books,"['constructive algorithms', 'greedy', 'sortings']",800.0
Tensor,"['constructive algorithms', 'graphs', 'interactive']",2600.0
XORificator,"['bitmasks', 'brute force', 'greedy', 'hashing']",2300.0
Nikita and LCM,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'sortings']",1900.0
Binary Colouring,"['bitmasks', 'constructive algorithms', 'greedy', 'math']",1100.0
Little Nikita,['math'],800.0
Remove Bridges,"['data structures', 'dfs and similar', 'dp', 'greedy', 'sortings', 'trees']",2800.0
Splittable Permutations,"['combinatorics', 'data structures', 'dfs and similar', 'greedy', 'math', 'trees']",2500.0
Invertible Bracket Sequences,"['binary search', 'combinatorics', 'data structures', 'divide and conquer', 'implementation', 'two pointers']",2000.0
Job Interview,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']",1600.0
Increase/Decrease/Copy,"['greedy', 'implementation']",1100.0
Verify Password,"['implementation', 'sortings', 'strings']",800.0
Mind Bloom,['dp'],3500.0
378QAQ and Core,"['greedy', 'strings']",3500.0
Zimpha Fan Club,"['fft', 'greedy', 'math', 'strings']",3000.0
Set,"['bitmasks', 'brute force', 'combinatorics', 'dfs and similar', 'divide and conquer', 'dp', 'math']",2600.0
Chain Queries,"['binary search', 'data structures', 'dfs and similar', 'implementation', 'trees']",2100.0
Paint the Tree,"['brute force', 'dfs and similar', 'dp', 'greedy', 'shortest paths', 'trees']",1700.0
Chamo and Mocha's Array,"['binary search', 'brute force', 'greedy']",1200.0
378QAQ and Mocha's Array,"['brute force', 'greedy', 'math', 'sortings']",1000.0
Bazoka and Mocha's Array,"['brute force', 'greedy', 'implementation', 'sortings']",800.0
Money Buys Less Happiness Now ,"['data structures', 'greedy', 'sortings']",2000.0
Cutting Game,"['binary search', 'brute force', 'data structures', 'implementation', 'sortings', 'two pointers']",1900.0
Money Buys Happiness,['dp'],1800.0
Ingenuity-2,"['constructive algorithms', 'greedy', 'implementation']",1400.0
Beautiful Triple Pairs,"['combinatorics', 'data structures']",1400.0
Symmetric Encoding,"['implementation', 'sortings', 'strings']",800.0
Phone Desktop,"['greedy', 'math']",800.0
Maximum GCD Sum Queries,"['bitmasks', 'brute force', 'dp', 'implementation', 'number theory']",3100.0
"Cat, Fox and Swaps ","['graphs', 'math', 'sortings']",2500.0
"Cat, Fox and Maximum Array Split","['brute force', 'interactive', 'math']",2400.0
"Cat, Fox and Double Maximum","['constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']",1700.0
"Cat, Fox and the Lonely Array","['binary search', 'bitmasks', 'data structures', 'greedy', 'math', 'two pointers']",1300.0
Chess For Three,"['brute force', 'dp', 'implementation', 'math']",900.0
Coin Games,['games'],900.0
Contest Proposal,"['brute force', 'greedy', 'two pointers']",800.0
±1,"['2-sat', 'dfs and similar', 'graphs']",2100.0
XOUR,"['data structures', 'dsu', 'sortings']",1700.0
Circle Perimeter,"['binary search', 'brute force', 'dfs and similar', 'geometry', 'implementation', 'math']",1600.0
Find the Car,"['binary search', 'math', 'sortings']",1500.0
Binary Cut,"['dp', 'greedy', 'implementation', 'sortings', 'strings']",1100.0
Clock and Strings,['implementation'],900.0
Different String,"['implementation', 'strings']",800.0
My First Sorting Problem,"['implementation', 'sortings']",800.0
